node_1,node_2,neighbours_1,neighbours_2,density_ego_with_node_1,density_ego_without_node_1,density_ego_with_node_2,density_ego_without_node_2,common_neigbhours,total_neigbhours,jaccard_coefficient,prefferential_attachment,friends_measure,shortest_path,link_exists
0.0,1.0,211.0,112.0,0.03308593400697487,0.02387722861656511,0.05056890012642225,0.03346203346203346,28.0,295.0,0.09491525423728814,23632.0,969.0,1.0,1.0
0.0,2.0,211.0,39.0,0.03308593400697487,0.02387722861656511,0.08333333333333333,0.03508771929824561,8.0,242.0,0.03305785123966942,8229.0,452.0,1.0,1.0
0.0,3.0,211.0,122.0,0.03308593400697487,0.02387722861656511,0.03985072637611622,0.02398049044844872,23.0,310.0,0.07419354838709677,25742.0,923.0,1.0,1.0
0.0,4.0,211.0,94.0,0.03308593400697487,0.02387722861656511,0.04524076147816349,0.024708304735758406,15.0,290.0,0.05172413793103448,19834.0,746.0,1.0,1.0
0.0,5.0,211.0,40.0,0.03308593400697487,0.02387722861656511,0.06585365853658537,0.017948717948717947,5.0,246.0,0.02032520325203252,8440.0,411.0,1.0,1.0
0.0,6.0,211.0,49.0,0.03308593400697487,0.02387722861656511,0.06693877551020408,0.02806122448979592,7.0,253.0,0.02766798418972332,10339.0,518.0,1.0,1.0
0.0,7.0,211.0,138.0,0.03308593400697487,0.02387722861656511,0.030966531122927746,0.01682005712472231,21.0,328.0,0.06402439024390244,29118.0,945.0,1.0,1.0
0.0,8.0,211.0,135.0,0.03308593400697487,0.02387722861656511,0.044335511982570804,0.030071862907683804,29.0,317.0,0.0914826498422713,28485.0,1062.0,1.0,1.0
0.0,9.0,211.0,114.0,0.03308593400697487,0.02387722861656511,0.05232646834477498,0.035553485483620556,25.0,300.0,0.08333333333333333,24054.0,991.0,1.0,1.0
0.0,10.0,211.0,132.0,0.03308593400697487,0.02387722861656511,0.04568238778765094,0.03111265325005783,26.0,317.0,0.08201892744479496,27852.0,1028.0,1.0,1.0
0.0,11.0,211.0,149.0,0.03308593400697487,0.02387722861656511,0.038120805369127514,0.025122437874115725,24.0,336.0,0.07142857142857142,31439.0,1122.0,1.0,1.0
0.0,12.0,211.0,109.0,0.03308593400697487,0.02387722861656511,0.05070892410341952,0.033129459734964326,29.0,291.0,0.09965635738831616,22999.0,944.0,1.0,1.0
0.0,13.0,211.0,140.0,0.03308593400697487,0.02387722861656511,0.03353596757852077,0.019630010277492293,22.0,329.0,0.0668693009118541,29540.0,957.0,1.0,1.0
0.0,15.0,211.0,92.0,0.03308593400697487,0.02387722861656511,0.047218326320710616,0.026278069756330624,17.0,286.0,0.05944055944055944,19412.0,738.0,1.0,1.0
0.0,16.0,211.0,152.0,0.03308593400697487,0.02387722861656511,0.031819745442036466,0.01899616591146741,23.0,340.0,0.06764705882352941,32072.0,1026.0,1.0,1.0
0.0,17.0,211.0,68.0,0.03308593400697487,0.02387722861656511,0.05754475703324808,0.029411764705882353,15.0,264.0,0.056818181818181816,14348.0,594.0,1.0,1.0
0.0,18.0,211.0,45.0,0.03308593400697487,0.02387722861656511,0.08502415458937199,0.043434343434343436,12.0,244.0,0.04918032786885246,9495.0,513.0,1.0,1.0
0.0,19.0,211.0,126.0,0.03308593400697487,0.02387722861656511,0.03687039120109986,0.02146031746031746,22.0,315.0,0.06984126984126984,26586.0,890.0,1.0,1.0
0.0,21.0,211.0,96.0,0.03308593400697487,0.02387722861656511,0.048109965635738834,0.028070175438596492,19.0,288.0,0.06597222222222222,20256.0,782.0,1.0,1.0
0.0,22.0,211.0,84.0,0.03308593400697487,0.02387722861656511,0.041736694677871146,0.018646012621916237,12.0,283.0,0.04240282685512368,17724.0,656.0,1.0,1.0
0.0,23.0,211.0,96.0,0.03308593400697487,0.02387722861656511,0.03651202749140894,0.016228070175438595,13.0,294.0,0.04421768707482993,20256.0,711.0,1.0,1.0
0.0,24.0,211.0,75.0,0.03308593400697487,0.02387722861656511,0.05157894736842105,0.025945945945945945,14.0,272.0,0.051470588235294115,15825.0,665.0,1.0,1.0
0.0,25.0,211.0,56.0,0.03308593400697487,0.02387722861656511,0.06328320802005012,0.02922077922077922,15.0,252.0,0.05952380952380952,11816.0,510.0,1.0,1.0
0.0,26.0,211.0,60.0,0.03308593400697487,0.02387722861656511,0.06120218579234973,0.02937853107344633,11.0,260.0,0.04230769230769231,12660.0,577.0,1.0,1.0
0.0,29.0,211.0,71.0,0.03308593400697487,0.02387722861656511,0.05242566510172144,0.02535211267605634,11.0,271.0,0.04059040590405904,14981.0,632.0,1.0,1.0
0.0,32.0,211.0,38.0,0.03308593400697487,0.02387722861656511,0.08636977058029689,0.03698435277382646,12.0,237.0,0.05063291139240506,8018.0,455.0,1.0,1.0
0.0,33.0,211.0,30.0,0.03308593400697487,0.02387722861656511,0.12258064516129032,0.06206896551724138,8.0,233.0,0.034334763948497854,6330.0,468.0,1.0,1.0
0.0,34.0,211.0,33.0,0.03308593400697487,0.02387722861656511,0.1051693404634581,0.04924242424242424,10.0,234.0,0.042735042735042736,6963.0,442.0,1.0,1.0
0.0,37.0,211.0,95.0,0.03308593400697487,0.02387722861656511,0.04013157894736842,0.019708846584546472,12.0,294.0,0.04081632653061224,20045.0,677.0,1.0,1.0
0.0,40.0,211.0,60.0,0.03308593400697487,0.02387722861656511,0.060655737704918035,0.0288135593220339,8.0,263.0,0.030418250950570342,12660.0,546.0,1.0,1.0
0.0,41.0,211.0,68.0,0.03308593400697487,0.02387722861656511,0.05541346973572037,0.027216856892010536,17.0,262.0,0.0648854961832061,14348.0,581.0,1.0,1.0
